-1.8334189547103528,0.7313174949220427,1,0,0
-2.593820210769472,1.6861272339455895,1,0,0
-1.0740351931674443,0.2739883005000068,1,0,0
-2.597305204839383,1.5154719004822657,1,0,0
-3.140713142422264,1.422963392765893,1,0,0
-3.1793480930831253,2.2293707415875628,1,0,0
-2.0559409582759387,1.0053883179042489,1,0,0
-2.814827741511527,3.420284023410357,1,0,0
-1.4833093393757155,4.168953618510127,1,0,0
-3.478481715509609,-0.03707903869344431,1,0,0
-1.996730862296135,1.5441524089815104,1,0,0
-1.1250794519507914,1.4299822860697802,1,0,0
-3.317515081379131,1.0390430758372617,1,0,0
-2.863853590850378,1.8997278624664715,1,0,0
-2.603567566483061,1.6005796959757639,1,0,0
-0.9028360487717406,2.4466286744258814,1,0,0
-2.8669937714738563,1.9957104543052908,1,0,0
-2.3076650172684885,1.5026418217987647,1,0,0
-3.0854895288367348,2.03929905900557,1,0,0
-2.1475296780662507,1.4232517214390017,1,0,0
-1.4140704284385484,2.1339548697774036,1,0,0
-1.601665219949997,1.437120128615517,1,0,0
-3.318080420086381,1.4475804303956525,1,0,0
-2.0658341415798653,0.4732831804750135,1,0,0
-2.6493293891021574,1.1874595096648295,1,0,0
-0.1192640028158749,0.22829215205123954,1,0,0
-0.609712754164583,1.357301577458579,1,0,0
-2.750761353182063,0.30798689310716965,1,0,0
-1.7739154350273263,1.6845087500809466,1,0,0
-2.6359872335301953,2.8256884443075183,1,0,0
-2.7114676925294643,2.5198271420541842,1,0,0
-2.6508108842882026,-0.09807444686742395,1,0,0
-1.8042867260295985,2.573198547307985,1,0,0
-1.4063177602507348,2.901603986137284,1,0,0
-0.748243916370884,1.9337617078601361,1,0,0
-1.5894868714309334,1.365000102443938,1,0,0
-1.789333031848302,4.43098121746482,1,0,0
-0.21559778660755513,0.407193137527587,1,0,0
-1.0952928237592283,2.4316853595707,1,0,0
-2.436599944306176,-0.4217166896041089,1,0,0
-2.2553310382745235,3.244213563494813,1,0,0
0.45883194400663374,3.0769341828676207,1,0,0
-1.2706599278979211,4.126846907691423,1,0,0
-3.543141741030426,1.8718002050899327,1,0,0
-1.2838804463212772,3.0422565419316676,1,0,0
0.4597117722785784,4.423639471904746,1,0,0
-2.498155537836523,1.612777765668318,1,0,0
